cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,6,Conservative Party,220000,NA,NA,0,1
Canadian citizen,70,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,50000,NA,NA,0,0
Canadian citizen,64,Saskatchewan,Bachelor's degree,A woman,NA,NA,Conservative Party,55000,NA,7,0,1
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,1,7,Conservative Party,125000,NA,NA,0,1
Canadian citizen,25,Ontario,Master's degree,A man,3,6,Conservative Party,120000,NA,7,0,1
Canadian citizen,58,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,NA,8,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,54,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,6,10,Liberal Party,40000,NA,5,1,0
Canadian citizen,45,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,8,Conservative Party,60000,NA,NA,0,1
Canadian citizen,57,Alberta,"Some technical, community college, CEGEP, College Classique",A man,2,6,Conservative Party,81000,NA,6,0,1
Canadian citizen,65,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,3,0,0
Canadian citizen,71,Quebec,Master's degree,A man,3,9,Don't know/ Prefer not to answer,74000,NA,NA,0,0
Canadian citizen,44,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,4,9,ndp,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,48,Ontario,Completed secondary/ high school,A man,NA,NA,ndp,96000,NA,4,0,0
Canadian citizen,34,Ontario,Bachelor's degree,A man,7,4,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",5,0,0
Canadian citizen,39,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,125000,NA,NA,0,0
Canadian citizen,42,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A man,0,4,Conservative Party,50000,NA,NA,0,1
Canadian citizen,53,Nova Scotia,Master's degree,A woman,7,7,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,55,Quebec,Some university,A woman,8,4,Conservative Party,50000,NA,NA,0,1
Canadian citizen,61,Alberta,Bachelor's degree,A man,2,7,Liberal Party,125000,NA,2,1,0
Canadian citizen,52,Quebec,Bachelor's degree,A woman,7,9,Liberal Party,52500,NA,NA,1,0
Canadian citizen,71,Ontario,Bachelor's degree,A woman,4,8,Liberal Party,90000,NA,8,1,0
Canadian citizen,55,Ontario,Completed secondary/ high school,A man,NA,NA,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,88,Ontario,Some university,A man,6,9,Conservative Party,76000,NA,7,0,1
Canadian citizen,36,Alberta,Bachelor's degree,A woman,NA,NA,Liberal Party,95000,NA,NA,1,0
Canadian citizen,45,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,8,9,Conservative Party,60000,NA,9,0,1
Canadian citizen,36,Ontario,Bachelor's degree,A woman,4,8,Liberal Party,120000,NA,2,1,0
Canadian citizen,31,Ontario,Bachelor's degree,A man,3,9,Liberal Party,115000,NA,3,1,0
Canadian citizen,69,Ontario,Some university,A man,3,7,Conservative Party,130000,NA,6,0,1
Canadian citizen,63,Ontario,Some university,A woman,5,10,Liberal Party,75000,NA,4,1,0
Canadian citizen,42,Ontario,Some university,A woman,1,6,Conservative Party,80000,NA,NA,0,1
Canadian citizen,48,Quebec,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,72000,NA,NA,0,0
Canadian citizen,75,Ontario,Some university,A man,3,6,Conservative Party,90000,NA,7,0,1
Canadian citizen,36,Nova Scotia,Some secondary/ high school,A woman,NA,NA,ndp,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,65,Ontario,Bachelor's degree,A man,5,8,Green Party,150000,NA,2,0,0
Canadian citizen,30,New Brunswick,Bachelor's degree,A woman,5,5,ndp,90000,NA,NA,0,0
Canadian citizen,62,Quebec,Some university,A woman,3,9,Bloc Québécois,9000,NA,3,0,0
Canadian citizen,36,Manitoba,Professional degree or doctorate,A woman,3,9,Liberal Party,135000,NA,NA,1,0
Canadian citizen,67,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,7,5,Liberal Party,69000,NA,NA,1,0
Canadian citizen,45,Quebec,Bachelor's degree,A woman,5,5,Don't know/ Prefer not to answer,85000,NA,NA,0,0
Canadian citizen,44,Ontario,Completed secondary/ high school,A woman,1,7,Conservative Party,NA,"$110,001 to $150,000",NA,0,1
Canadian citizen,36,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,0,10,Conservative Party,NA,"$150,001 to $200,000",10,0,1
Canadian citizen,74,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Liberal Party,NA,"$1 to $30,000",5,1,0
Canadian citizen,57,Manitoba,Bachelor's degree,A woman,0,8,Conservative Party,NA,"More than $200,000",8,0,1
Canadian citizen,40,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Conservative Party,NA,"$90,001 to $110,000",8,0,1
Canadian citizen,56,Quebec,Bachelor's degree,A man,4,10,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,38,Newfoundland and Labrador,Bachelor's degree,A woman,4,8,Conservative Party,50000,NA,NA,0,1
Canadian citizen,65,Ontario,"Some technical, community college, CEGEP, College Classique",A man,4,9,Don't know/ Prefer not to answer,67000,NA,NA,0,0
Canadian citizen,27,Manitoba,Bachelor's degree,A woman,1,9,Conservative Party,50000,NA,8,0,1
Canadian citizen,54,Ontario,Professional degree or doctorate,A man,4,6,Conservative Party,80000,NA,NA,0,1
Canadian citizen,73,Ontario,Master's degree,A woman,1,10,Liberal Party,19500,NA,1,1,0
Canadian citizen,65,Quebec,Some university,A man,6,6,Liberal Party,100000,NA,7,1,0
Canadian citizen,39,Ontario,Completed secondary/ high school,A woman,6,0,Don't know/ Prefer not to answer,71000,NA,5,0,0
Canadian citizen,72,Ontario,Bachelor's degree,A woman,3,8,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",2,0,0
Canadian citizen,78,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,10,3,Liberal Party,85000,NA,8,1,0
Canadian citizen,59,Ontario,Completed secondary/ high school,A woman,8,3,Don't know/ Prefer not to answer,150000,NA,NA,0,0
Canadian citizen,57,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,0,5,ndp,NA,Don't know/ Prefer not to answer,5,0,0
Canadian citizen,64,Ontario,Master's degree,A woman,NA,NA,Liberal Party,NA,"More than $200,000",NA,1,0
Canadian citizen,68,Quebec,Bachelor's degree,A woman,4,3,Bloc Québécois,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,56,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,45,Ontario,Professional degree or doctorate,A man,3,8,Conservative Party,200000,NA,7,0,1
Canadian citizen,59,Alberta,Completed secondary/ high school,A man,6,7,Conservative Party,140000,NA,NA,0,1
Canadian citizen,69,Ontario,Bachelor's degree,A man,NA,2,Liberal Party,85000,NA,NA,1,0
Canadian citizen,59,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,46,Manitoba,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,24000,NA,5,0,0
Canadian citizen,41,Ontario,Master's degree,A man,NA,NA,Conservative Party,130000,NA,NA,0,1
Canadian citizen,58,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,68,Ontario,Completed secondary/ high school,A man,5,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,66,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,6,10,Liberal Party,150000,NA,NA,1,0
Canadian citizen,62,Quebec,Bachelor's degree,A woman,3,10,Liberal Party,87000,NA,3,1,0
Canadian citizen,67,Manitoba,Master's degree,A man,3,8,Liberal Party,65000,NA,1,1,0
Canadian citizen,29,Quebec,Some university,A man,5,7,Don't know/ Prefer not to answer,100000,NA,7,0,0
Canadian citizen,59,Quebec,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,44,Alberta,Bachelor's degree,A woman,4,10,Liberal Party,NA,"$30,001 to $60,000",1,1,0
Canadian citizen,55,Ontario,Some university,A man,5,5,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,39,Ontario,Bachelor's degree,A woman,0,8,ndp,NA,"$150,001 to $200,000",NA,0,0
Canadian citizen,50,Ontario,Completed secondary/ high school,A woman,10,0,Liberal Party,NA,No income,NA,1,0
Canadian citizen,64,Ontario,Master's degree,A woman,9,1,Liberal Party,NA,"More than $200,000",8,1,0
Canadian citizen,50,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,6,7,Liberal Party,46000,NA,4,1,0
Canadian citizen,76,Alberta,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,49,Ontario,"Some technical, community college, CEGEP, College Classique",A man,0,7,Conservative Party,74000,NA,NA,0,1
Canadian citizen,78,Quebec,Bachelor's degree,A man,4,7,Bloc Québécois,110000,NA,4,0,0
Canadian citizen,89,Ontario,Master's degree,A man,1,9,Conservative Party,NA,"$60,001 to $90,000",8,0,1
Canadian citizen,59,Alberta,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,69,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,5,10,Liberal Party,34000,NA,NA,1,0
Canadian citizen,52,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,4,4,Don't know/ Prefer not to answer,142000,NA,NA,0,0
Canadian citizen,69,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,7,1,Liberal Party,49000,NA,NA,1,0
Canadian citizen,66,Ontario,Master's degree,A man,NA,NA,Liberal Party,82000,NA,NA,1,0
Canadian citizen,45,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,5,5,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",5,0,0
Canadian citizen,41,Ontario,Professional degree or doctorate,A woman,NA,NA,Green Party,150000,NA,NA,0,0
Canadian citizen,69,Alberta,Some university,A man,3,7,Conservative Party,NA,"$110,001 to $150,000",7,0,1
Canadian citizen,79,Saskatchewan,Bachelor's degree,A woman,6,8,Don't know/ Prefer not to answer,60000,NA,NA,0,0
Canadian citizen,33,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,4,9,Liberal Party,75000,NA,NA,1,0
Canadian citizen,53,Quebec,Bachelor's degree,A woman,5,5,Don't know/ Prefer not to answer,NA,"$150,001 to $200,000",NA,0,0
Canadian citizen,43,Ontario,"Some technical, community college, CEGEP, College Classique",A man,5,5,ndp,82000,NA,NA,0,0
Canadian citizen,62,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,61,Quebec,Bachelor's degree,A man,6,3,Bloc Québécois,55000,NA,7,0,0
Canadian citizen,37,Quebec,Completed secondary/ high school,A woman,7,6,Conservative Party,92000,NA,6,0,1
Canadian citizen,71,Quebec,Completed secondary/ high school,A man,10,0,Liberal Party,125000,NA,7,1,0
Canadian citizen,52,Alberta,Bachelor's degree,A woman,5,10,Liberal Party,103000,NA,NA,1,0
Canadian citizen,67,Ontario,Completed secondary/ high school,A woman,NA,NA,Liberal Party,75000,NA,8,1,0
Canadian citizen,34,Ontario,Bachelor's degree,A woman,8,2,Green Party,90000,NA,NA,0,0
Canadian citizen,61,Quebec,Bachelor's degree,A woman,5,7,Bloc Québécois,100000,NA,5,0,0
Canadian citizen,40,Ontario,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,"More than $200,000",4,0,0
Canadian citizen,59,Ontario,Completed secondary/ high school,A man,3,8,Conservative Party,65000,NA,7,0,1
Canadian citizen,63,Quebec,Some university,A woman,6,6,Bloc Québécois,25000,NA,4,0,0
Canadian citizen,56,Quebec,"Some technical, community college, CEGEP, College Classique",A man,10,0,Liberal Party,80000,NA,10,1,0
Canadian citizen,37,Ontario,Master's degree,A woman,7,NA,Conservative Party,NA,No income,NA,0,1
Canadian citizen,72,Quebec,Bachelor's degree,A man,3,7,Bloc Québécois,44000,NA,2,0,0
Canadian citizen,31,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,1,2,ndp,42185,NA,NA,0,0
Canadian citizen,43,Alberta,Bachelor's degree,A woman,0,9,Conservative Party,80000,NA,9,0,1
Canadian citizen,65,Quebec,"Some technical, community college, CEGEP, College Classique",A man,6,10,Bloc Québécois,44000,NA,NA,0,0
Canadian citizen,50,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,0,10,Conservative Party,70000,NA,NA,0,1
Canadian citizen,42,Ontario,"Some technical, community college, CEGEP, College Classique",A man,0,10,Liberal Party,60000,NA,0,1,0
Canadian citizen,68,Alberta,Some secondary/ high school,A man,3,8,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,58,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,200000,NA,NA,1,0
Canadian citizen,45,Ontario,Completed secondary/ high school,A woman,6,6,Green Party,NA,Don't know/ Prefer not to answer,6,0,0
Canadian citizen,49,Quebec,Bachelor's degree,A woman,8,6,Liberal Party,NA,"$1 to $30,000",NA,1,0
Canadian citizen,46,Saskatchewan,Bachelor's degree,A woman,6,7,Don't know/ Prefer not to answer,52000,NA,6,0,0
Canadian citizen,52,Ontario,Bachelor's degree,A man,2,8,Conservative Party,150000,NA,NA,0,1
Canadian citizen,55,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,8,6,Conservative Party,140000,NA,4,0,1
Canadian citizen,67,Quebec,Master's degree,A woman,7,10,Don't know/ Prefer not to answer,63000,NA,3,0,0
Canadian citizen,55,Ontario,Professional degree or doctorate,A man,NA,NA,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,80,Quebec,Some university,A woman,7,NA,Liberal Party,100000,NA,7,1,0
Canadian citizen,57,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,7,NA,Liberal Party,47000,NA,NA,1,0
Canadian citizen,29,Quebec,Some university,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",5,6,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,63,Alberta,Bachelor's degree,A man,3,10,Liberal Party,110000,NA,3,1,0
Canadian citizen,51,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Bloc Québécois,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,67,Ontario,Completed secondary/ high school,A woman,NA,NA,Green Party,NA,"$1 to $30,000",NA,0,0
Canadian citizen,60,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,85000,NA,NA,1,0
Canadian citizen,65,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,60000,NA,NA,0,0
Canadian citizen,67,Quebec,Bachelor's degree,A man,8,6,Bloc Québécois,24000,NA,4,0,0
Canadian citizen,72,Ontario,Completed secondary/ high school,A woman,NA,NA,ndp,55000,NA,NA,0,0
Canadian citizen,56,Alberta,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,75000,NA,NA,0,1
Canadian citizen,32,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,5,7,Conservative Party,101000,NA,7,0,1
Canadian citizen,42,Ontario,Some university,A woman,3,7,ndp,155000,NA,5,0,0
Canadian citizen,34,Quebec,Some university,A woman,9,10,ndp,50000,NA,NA,0,0
Canadian citizen,77,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,9,8,Liberal Party,NA,"$90,001 to $110,000",NA,1,0
Canadian citizen,38,Quebec,Professional degree or doctorate,A woman,NA,NA,Bloc Québécois,45000,NA,NA,0,0
Canadian citizen,74,British Columbia,Bachelor's degree,A man,5,7,Liberal Party,120000,NA,6,1,0
Canadian citizen,65,Alberta,Some university,A woman,2,10,Liberal Party,100000,NA,NA,1,0
Canadian citizen,66,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,2,9,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,48,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Bloc Québécois,40000,NA,5,0,0
Canadian citizen,60,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,8,6,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,6,0,0
Canadian citizen,71,Ontario,Professional degree or doctorate,A man,4,9,Liberal Party,59000,NA,NA,1,0
Canadian citizen,36,British Columbia,Completed elementary school,A woman,7,10,Green Party,20000,NA,5,0,0
Canadian citizen,26,Manitoba,Bachelor's degree,A man,NA,NA,Liberal Party,60000,NA,1,1,0
Canadian citizen,72,Quebec,Some university,A woman,4,7,Liberal Party,28000,NA,NA,1,0
Canadian citizen,24,Alberta,Some university,A woman,6,5,Don't know/ Prefer not to answer,53000,NA,NA,0,0
Canadian citizen,51,Ontario,Some university,A man,0,8,Conservative Party,147000,NA,NA,0,1
