sex,age,province,education,citizenship_status,income_respondent
Female,73.2,Ontario,University certificate or diploma below the bachelor's level,By naturalization,"Less than $25,000"
Female,66.5,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,56.4,British Columbia,Less than high school diploma or its equivalent,Valid skip,"$25,000 to $49,999"
Male,42.8,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,78.3,Newfoundland and Labrador,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,58.7,Ontario,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,53.8,British Columbia,Trade certificate or diploma,By naturalization,"$50,000 to $74,999"
Female,53.4,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,54.3,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,32.1,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,37.3,Saskatchewan,High school diploma or a high school equivalency certificate,Valid skip,"$25,000 to $49,999"
Female,39.8,Manitoba,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,44.1,Quebec,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,65.3,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$75,000 to $99,999"
Female,51.9,Saskatchewan,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,52.3,Saskatchewan,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,30.3,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,54.9,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,61.9,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,44.7,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,65.3,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,35.9,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$75,000 to $99,999"
Male,28.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,31,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,36.2,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,19.2,British Columbia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,70.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$75,000 to $99,999"
Female,35.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Female,50.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,24.9,Manitoba,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Female,49.8,Prince Edward Island,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Male,70.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,58.3,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,65.2,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,30.3,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,57.6,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,30.4,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,80,Ontario,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,44.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$25,000 to $49,999"
Female,65.3,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Female,57.8,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,56.2,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Male,35.6,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$125,000 and more"
Male,64.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Female,60.7,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,58,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,80,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,26.8,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,60.3,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,51.3,Prince Edward Island,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,62.8,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Female,79.1,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,39.4,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,31.5,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,23.9,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,76.6,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,48.8,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Male,44.5,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,69.5,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$125,000 and more"
Male,72.4,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,80,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,55.3,Saskatchewan,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,74.7,New Brunswick,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Female,62.9,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,58.3,Quebec,High school diploma or a high school equivalency certificate,By naturalization,"$25,000 to $49,999"
Male,33.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,29.6,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,16.8,Ontario,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,32.9,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,45.3,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,37.6,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,42.5,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$125,000 and more"
Male,42.1,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,54.8,Ontario,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,39.1,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,69.7,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,63.6,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,69.1,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,77.3,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,32.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Male,61.3,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Male,68,British Columbia,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Female,38.3,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,43.7,Prince Edward Island,"University certificate, diploma or degree above the bach...",Valid skip,"$50,000 to $74,999"
Male,73.1,Alberta,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,69,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,80,Ontario,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,36.1,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,67.4,Saskatchewan,"NA",By birth,"Less than $25,000"
Female,74.6,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,52.6,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,Ontario,Trade certificate or diploma,Valid skip,"$25,000 to $49,999"
Female,80,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,56.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,67.8,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,30.3,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,69.3,Manitoba,Trade certificate or diploma,Valid skip,"$25,000 to $49,999"
Male,34.3,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,67.7,Saskatchewan,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,80,British Columbia,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,61.8,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,38.4,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,29.3,Manitoba,High school diploma or a high school equivalency certificate,Valid skip,"$25,000 to $49,999"
Female,37.8,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,71.4,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,65.3,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,79.1,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,52,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Male,18.3,Ontario,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,76.3,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,60.7,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Male,26.7,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,80,Quebec,"University certificate, diploma or degree above the bach...",By naturalization,"Less than $25,000"
Male,34.4,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,16.8,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,75.4,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Female,40.9,Manitoba,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Male,70.8,Ontario,University certificate or diploma below the bachelor's level,By birth,"$25,000 to $49,999"
Female,72.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,66.5,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,27.8,Saskatchewan,University certificate or diploma below the bachelor's level,By birth,"$50,000 to $74,999"
Female,34.2,Alberta,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,78.3,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,56.2,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Male,66.4,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,44.5,Prince Edward Island,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Male,61.7,Ontario,Trade certificate or diploma,By birth,"$125,000 and more"
Female,80,Manitoba,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Female,41.3,New Brunswick,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,32.1,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$75,000 to $99,999"
Female,74.9,Manitoba,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Female,75.8,Alberta,"College, CEGEP or other non-university certificate or di...",Valid skip,"Less than $25,000"
